Date	Open	High	Low	Close	Aclose	Volume
Mar 02, 2020	165.31	172.92	162.31	172.79	172.79	71,030,800
Feb 28, 2020	152.41	163.71	152.00	162.01	162.01	97,073,600
Feb 27, 2020	163.32	167.03	157.98	158.18	158.18	93,174,900
Feb 26, 2020	169.71	173.26	168.21	170.17	170.17	56,206,100
Feb 25, 2020	174.20	174.84	167.65	168.07	168.07	68,073,300
Feb 24, 2020	167.77	174.55	163.23	170.89	170.89	68,311,100
Feb 21, 2020	183.17	183.50	177.25	178.59	178.59	48,572,600
Feb 20, 2020	186.95	187.25	181.10	184.42	184.42	36,862,400
Feb 19, 2020	188.06	188.18	186.47	187.28	187.28	29,997,500
Feb 18, 2020	185.61	187.70	185.50	187.23	186.72	27,792,200
Feb 14, 2020	183.25	185.41	182.65	185.35	184.85	23,149,500
Feb 13, 2020	183.08	186.23	182.87	183.71	183.21	35,295,800
Feb 12, 2020	185.58	185.85	181.85	184.71	184.21	47,062,900
Feb 11, 2020	190.65	190.70	183.50	184.44	183.94	53,159,900
Feb 10, 2020	183.58	188.84	183.25	188.70	188.19	35,844,300
Feb 07, 2020	182.85	185.63	182.48	183.89	183.39	33,529,100
Feb 06, 2020	180.97	183.82	180.06	183.63	183.13	27,751,400
Feb 05, 2020	184.03	184.20	178.41	179.90	179.41	39,186,300
Feb 04, 2020	177.14	180.64	176.31	180.12	179.63	36,433,300
Feb 03, 2020	170.43	174.50	170.40	174.38	173.90	30,149,100
Jan 31, 2020	172.21	172.40	169.58	170.23	169.77	36,142,700
Jan 30, 2020	174.05	174.05	170.79	172.78	172.31	51,597,500
Jan 29, 2020	167.84	168.75	165.69	168.04	167.58	34,754,500
Jan 28, 2020	163.78	165.76	163.07	165.46	165.01	24,899,900
Jan 27, 2020	161.15	163.38	160.20	162.28	161.84	32,078,100
Jan 24, 2020	167.51	167.53	164.45	165.04	164.59	24,918,100
Jan 23, 2020	166.19	166.80	165.27	166.72	166.27	19,680,800
Jan 22, 2020	167.40	167.49	165.68	165.70	165.25	24,138,800
Jan 21, 2020	166.68	168.19	166.43	166.50	166.05	29,517,200
Jan 17, 2020	167.42	167.47	165.43	167.10	166.64	34,371,700
Jan 16, 2020	164.35	166.24	164.03	166.17	165.72	23,865,400
Jan 15, 2020	162.62	163.94	162.57	163.18	162.74	21,417,900
Jan 14, 2020	163.39	163.60	161.72	162.13	161.69	23,477,400
Jan 13, 2020	161.76	163.31	161.26	163.28	162.84	21,626,500
Jan 10, 2020	162.82	163.22	161.18	161.34	160.90	20,725,900
Jan 09, 2020	161.84	162.22	161.03	162.09	161.65	21,385,000
Jan 08, 2020	158.93	160.80	157.95	160.09	159.65	27,746,500
Jan 07, 2020	159.32	159.67	157.32	157.58	157.15	21,634,100
Jan 06, 2020	157.08	159.10	156.51	159.03	158.60	20,813,700
Jan 03, 2020	158.32	159.95	158.06	158.62	158.19	21,116,200
Jan 02, 2020	158.78	160.73	158.33	160.62	160.18	22,622,100
Dec 31, 2019	156.77	157.77	156.45	157.70	157.27	18,369,400
Dec 30, 2019	158.99	159.02	156.73	157.59	157.16	16,348,400
Dec 27, 2019	159.45	159.55	158.22	158.96	158.53	18,412,800
Dec 26, 2019	157.56	158.73	157.40	158.67	158.24	14,520,600
Dec 24, 2019	157.48	157.71	157.12	157.38	156.95	8,989,200
Dec 23, 2019	158.12	158.12	157.27	157.41	156.98	17,718,200
Dec 20, 2019	157.35	158.49	156.29	157.41	156.98	53,477,500
Dec 19, 2019	154.00	155.77	153.75	155.71	155.29	24,958,900
Dec 18, 2019	154.30	155.48	154.18	154.37	153.95	24,129,200
Dec 17, 2019	155.45	155.71	154.45	154.69	154.27	25,425,600
Dec 16, 2019	155.11	155.90	154.82	155.53	155.11	24,144,200
Dec 13, 2019	153.00	154.89	152.83	154.53	154.11	23,845,400
Dec 12, 2019	151.65	153.44	151.02	153.24	152.82	24,612,100
Dec 11, 2019	151.54	151.87	150.33	151.70	151.29	18,856,600
Dec 10, 2019	151.29	151.89	150.76	151.13	150.72	16,476,100
Dec 09, 2019	151.07	152.21	150.91	151.36	150.95	16,687,400
Dec 06, 2019	150.99	151.87	150.27	151.75	151.34	16,403,500
Dec 05, 2019	150.05	150.32	149.48	149.93	149.52	17,869,100
Dec 04, 2019	150.14	150.18	149.20	149.85	149.44	17,574,700
Dec 03, 2019	147.49	149.43	146.65	149.31	148.90	24,066,000
Dec 02, 2019	151.81	151.83	148.32	149.55	149.14	27,418,400
Nov 29, 2019	152.10	152.30	151.28	151.38	150.97	11,977,300
Nov 27, 2019	152.33	152.50	151.52	152.32	151.91	15,184,400
Nov 26, 2019	151.36	152.42	151.32	152.03	151.62	24,620,100
Nov 25, 2019	150.00	151.35	149.92	151.23	150.82	22,420,900
Nov 22, 2019	150.07	150.30	148.82	149.59	149.18	15,901,800
Nov 21, 2019	149.40	149.80	148.50	149.48	149.07	18,576,100
Nov 20, 2019	150.31	150.84	148.46	149.62	149.21	25,696,800
Nov 19, 2019	150.88	151.33	150.20	150.39	149.47	23,935,700
Nov 18, 2019	150.07	150.55	148.98	150.34	149.42	21,534,000
Nov 15, 2019	148.93	149.99	148.27	149.97	149.05	23,485,700
Nov 14, 2019	147.02	148.41	147.00	148.06	147.16	19,729,800
Nov 13, 2019	146.74	147.46	146.28	147.31	146.41	16,919,200
Nov 12, 2019	146.28	147.57	146.06	147.07	146.17	18,641,600
Nov 11, 2019	145.34	146.42	144.73	146.11	145.22	14,362,600
Nov 08, 2019	143.98	145.99	143.76	145.96	145.07	16,732,700
Nov 07, 2019	143.84	144.88	143.77	144.26	143.38	17,786,700
Nov 06, 2019	144.37	144.52	143.20	144.06	143.18	16,575,800
Nov 05, 2019	144.97	145.02	143.91	144.46	143.58	18,250,200
Nov 04, 2019	144.83	145.00	144.16	144.55	143.67	16,912,000
Nov 01, 2019	144.26	144.42	142.97	143.72	142.84	33,128,400
Oct 31, 2019	144.90	144.93	142.99	143.37	142.49	24,605,100
Oct 30, 2019	143.52	145.00	142.79	144.61	143.73	18,496,600
Oct 29, 2019	144.08	144.50	142.65	142.83	141.96	20,589,500
Oct 28, 2019	144.40	145.67	143.51	144.19	143.31	35,280,100
Oct 25, 2019	139.34	141.14	139.20	140.73	139.87	25,959,700
Oct 24, 2019	139.39	140.42	138.67	139.94	139.09	37,029,300
Oct 23, 2019	136.88	137.45	135.61	137.24	136.40	29,844,600
Oct 22, 2019	138.97	140.01	136.26	136.37	135.54	27,431,000
Oct 21, 2019	138.45	138.50	137.01	138.43	137.58	20,078,200
Oct 18, 2019	139.76	140.00	136.56	137.41	136.57	32,273,500
Oct 17, 2019	140.95	141.42	139.02	139.69	138.84	21,460,600
Oct 16, 2019	140.79	140.99	139.53	140.41	139.55	20,751,600
Oct 15, 2019	140.06	141.79	139.81	141.57	140.71	19,695,700
Oct 14, 2019	139.69	140.29	139.52	139.55	138.70	13,304,300
Oct 11, 2019	140.12	141.03	139.50	139.68	138.83	25,446,000
Oct 10, 2019	138.49	139.67	138.25	139.10	138.25	17,654,600
Oct 09, 2019	137.46	138.70	136.97	138.24	137.40	19,749,900
Oct 08, 2019	137.08	137.76	135.62	135.67	134.84	25,550,500
Oct 07, 2019	137.14	138.18	137.02	137.12	136.28	15,303,700
Oct 04, 2019	136.75	138.25	136.42	138.12	137.28	22,897,700
Oct 03, 2019	134.95	136.75	133.22	136.28	135.45	24,132,900
Oct 02, 2019	136.25	136.37	133.58	134.65	133.83	30,521,700
Oct 01, 2019	139.66	140.25	137.00	137.07	136.23	21,466,600
Sep 30, 2019	138.05	139.22	137.78	139.03	138.18	17,280,900
Sep 27, 2019	140.15	140.36	136.65	137.73	136.89	22,477,700
Sep 26, 2019	139.44	140.18	138.44	139.54	138.69	17,456,600
Sep 25, 2019	137.50	139.96	136.03	139.36	138.51	21,382,000
Sep 24, 2019	140.36	140.69	136.88	137.38	136.54	29,773,200
Sep 23, 2019	139.23	139.63	138.44	139.14	138.29	17,139,300
Sep 20, 2019	141.01	141.65	138.25	139.44	138.59	39,167,300
Sep 19, 2019	140.30	142.37	140.07	141.07	140.21	35,772,100
Sep 18, 2019	137.36	138.67	136.53	138.52	137.67	23,982,100
Sep 17, 2019	136.96	137.52	136.43	137.39	136.55	17,814,200
Sep 16, 2019	135.83	136.70	135.66	136.33	135.50	16,731,400
Sep 13, 2019	137.78	138.06	136.57	137.32	136.48	23,363,100
Sep 12, 2019	137.85	138.42	136.87	137.52	136.68	27,010,000
Sep 11, 2019	135.91	136.27	135.09	136.12	135.29	24,726,100
Sep 10, 2019	136.80	136.89	134.51	136.08	135.25	28,903,400
Sep 09, 2019	139.59	139.75	136.46	137.52	136.68	25,773,900
Sep 06, 2019	140.03	140.18	138.20	139.10	138.25	20,824,500
Sep 05, 2019	139.11	140.38	138.76	140.05	139.19	26,101,800
Sep 04, 2019	137.30	137.69	136.48	137.63	136.79	17,995,900
Sep 03, 2019	136.61	137.20	135.70	136.04	135.21	18,869,300
Aug 30, 2019	139.15	139.18	136.27	137.86	137.02	23,940,100
Aug 29, 2019	137.25	138.44	136.91	138.12	137.28	20,168,700
Aug 28, 2019	134.88	135.76	133.55	135.56	134.73	17,393,300
Aug 27, 2019	136.39	136.72	134.66	135.74	134.91	23,102,100
Aug 26, 2019	134.99	135.56	133.90	135.45	134.62	20,312,600
Aug 23, 2019	137.19	138.35	132.80	133.39	132.58	38,508,600
Aug 22, 2019	138.66	139.20	136.29	137.78	136.94	18,697,000
Aug 21, 2019	138.55	139.49	138.00	138.79	137.94	14,970,300
Aug 20, 2019	138.21	138.71	137.24	137.26	136.42	21,170,800
Aug 19, 2019	137.85	138.55	136.89	138.41	137.56	24,355,700
Aug 16, 2019	134.88	136.46	134.72	136.13	135.30	24,449,100
Aug 15, 2019	134.39	134.58	132.25	133.68	132.86	28,074,400
Aug 14, 2019	136.36	136.92	133.67	133.98	133.16	32,527,300
Aug 13, 2019	136.05	138.80	135.00	138.60	137.30	25,154,600
Aug 12, 2019	137.07	137.86	135.24	135.79	134.51	20,476,600
Aug 09, 2019	138.61	139.38	136.46	137.71	136.41	23,466,700
Aug 08, 2019	136.60	138.99	135.93	138.89	137.58	27,496,500
Aug 07, 2019	133.79	135.65	131.83	135.28	134.01	33,414,500
Aug 06, 2019	133.80	135.68	133.21	134.69	133.42	32,696,700
Aug 05, 2019	133.30	133.93	130.78	132.21	130.97	42,749,600
Aug 02, 2019	138.09	138.32	135.26	136.90	135.61	30,791,600
Aug 01, 2019	137.00	140.94	136.93	138.06	136.76	40,557,500
Jul 31, 2019	140.33	140.49	135.08	136.27	134.99	38,598,800
Jul 30, 2019	140.14	141.22	139.80	140.35	139.03	16,846,500
Jul 29, 2019	141.50	141.51	139.37	141.03	139.70	16,605,900
Jul 26, 2019	140.37	141.68	140.30	141.34	140.01	19,037,600
Jul 25, 2019	140.43	140.61	139.32	140.19	138.87	18,356,900
Jul 24, 2019	138.90	140.74	138.85	140.72	139.40	20,738,300
Jul 23, 2019	139.76	139.99	138.03	139.29	137.98	18,034,600
Jul 22, 2019	137.41	139.19	137.33	138.43	137.13	25,074,900
Jul 19, 2019	140.22	140.67	136.45	136.62	135.34	48,992,400
Jul 18, 2019	135.55	136.62	134.67	136.42	135.14	30,808,700
Jul 17, 2019	137.70	137.93	136.22	136.27	134.99	20,211,000
Jul 16, 2019	138.96	139.05	136.52	137.08	135.79	22,726,100
Jul 15, 2019	139.44	139.54	138.46	138.90	137.59	16,651,500
Jul 12, 2019	138.85	139.13	138.01	138.90	137.59	18,936,800
Jul 09, 2019	136.00	136.97	135.80	136.46	135.18	19,953,100
Jul 08, 2019	136.40	137.10	135.37	136.96	135.67	16,779,700
Jul 05, 2019	135.94	137.33	135.72	137.06	135.77	18,141,100
Jul 03, 2019	136.80	137.74	136.29	137.46	136.17	13,629,300
Jul 02, 2019	136.12	136.59	135.34	136.58	135.30	15,237,800
Jul 01, 2019	136.63	136.70	134.97	135.68	134.40	22,654,200
Jun 28, 2019	134.57	134.60	133.16	133.96	132.70	30,043,000
Jun 27, 2019	134.14	134.71	133.51	134.15	132.89	16,557,500
Jun 26, 2019	134.35	135.74	133.60	133.93	132.67	23,657,700
Jun 25, 2019	137.25	137.59	132.73	133.43	132.18	33,327,400
Jun 24, 2019	137.00	138.40	137.00	137.78	136.48	20,628,800
Jun 21, 2019	136.58	137.73	136.46	136.97	135.68	36,727,900
Jun 20, 2019	137.45	137.66	135.72	136.95	135.66	33,042,600
Jun 19, 2019	135.00	135.93	133.81	135.69	134.41	23,744,400
Jun 18, 2019	134.19	135.24	133.57	135.16	133.89	25,934,500
Jun 17, 2019	132.63	133.73	132.53	132.85	131.60	14,517,800
Jun 14, 2019	132.26	133.79	131.64	132.45	131.20	17,821,700
Jun 13, 2019	131.98	133.00	131.56	132.32	131.08	17,200,800
Jun 12, 2019	131.40	131.97	130.71	131.49	130.25	17,084,700
Jun 11, 2019	133.88	134.24	131.28	132.10	130.86	23,913,700
Jun 10, 2019	132.40	134.08	132.00	132.60	131.35	26,477,100
Jun 07, 2019	129.19	132.25	128.26	131.40	130.16	33,885,600
Jun 06, 2019	126.44	127.97	125.60	127.82	126.62	21,459,000
Jun 05, 2019	124.95	125.87	124.21	125.83	124.65	24,926,100
Jun 04, 2019	121.28	123.28	120.65	123.16	122.00	29,382,600
Jun 03, 2019	123.85	124.37	119.01	119.84	118.71	37,983,600
May 31, 2019	124.23	124.62	123.32	123.68	122.52	26,646,800
May 30, 2019	125.26	125.76	124.78	125.73	124.55	16,829,600
May 29, 2019	125.38	125.39	124.04	124.94	123.76	22,763,100
May 28, 2019	126.98	128.00	126.05	126.16	124.97	23,128,400
May 24, 2019	126.91	127.42	125.97	126.24	125.05	14,123,400
May 23, 2019	126.20	126.29	124.74	126.18	124.99	23,603,800
May 22, 2019	126.62	128.24	126.52	127.67	126.47	15,396,500
May 21, 2019	127.43	127.53	126.58	126.90	125.71	15,293,300
May 20, 2019	126.52	127.59	125.76	126.22	125.03	23,706,900
May 17, 2019	128.31	130.46	127.92	128.07	126.87	25,770,500
May 16, 2019	126.75	129.38	126.46	128.93	127.72	30,112,200
May 15, 2019	124.26	126.71	123.70	126.02	124.83	24,722,700
May 14, 2019	123.87	125.88	123.70	124.73	123.10	25,266,300
May 13, 2019	124.11	125.55	123.04	123.35	121.74	33,944,900
May 10, 2019	124.91	127.93	123.82	127.13	125.47	30,915,100
May 09, 2019	124.29	125.79	123.57	125.50	123.86	27,235,800
May 08, 2019	125.44	126.37	124.75	125.51	123.87	28,419,000
May 07, 2019	126.46	127.18	124.22	125.52	123.88	36,017,700
May 06, 2019	126.39	128.56	126.11	128.15	126.48	24,239,800
May 03, 2019	127.36	129.43	127.25	128.90	127.22	24,911,100
May 02, 2019	127.98	128.00	125.52	126.21	124.56	27,350,200
May 01, 2019	130.53	130.65	127.70	127.88	126.21	26,821,700
Apr 30, 2019	129.81	130.70	129.39	130.60	128.89	24,166,500
Apr 29, 2019	129.90	130.18	129.35	129.77	128.08	16,324,200
Apr 26, 2019	129.70	130.52	129.02	129.89	128.19	23,654,900
Apr 25, 2019	130.06	131.37	128.83	129.15	127.46	38,033,900
Apr 24, 2019	125.79	125.85	124.52	125.01	123.38	31,257,000
Apr 23, 2019	124.10	125.58	123.83	125.44	123.80	24,025,500
Apr 22, 2019	122.62	124.00	122.57	123.76	122.14	15,648,700
Apr 18, 2019	122.19	123.52	121.30	123.37	121.76	27,991,000
Apr 17, 2019	121.24	121.85	120.54	121.77	120.18	19,300,900
Apr 16, 2019	121.64	121.65	120.10	120.77	119.19	14,071,800
Apr 15, 2019	120.94	121.58	120.57	121.05	119.47	15,792,600
Apr 12, 2019	120.64	120.98	120.37	120.95	119.37	19,745,100
Apr 11, 2019	120.54	120.85	119.92	120.33	118.76	14,209,100
Apr 10, 2019	119.76	120.35	119.54	120.19	118.62	16,477,200
Apr 09, 2019	118.63	119.54	118.58	119.28	117.72	17,612,000
Apr 08, 2019	119.81	120.02	118.64	119.93	118.36	15,116,200
Apr 05, 2019	119.39	120.23	119.37	119.89	118.32	15,826,200
Apr 04, 2019	120.10	120.23	118.38	119.36	117.80	20,112,800
Apr 03, 2019	119.86	120.43	119.15	119.97	118.40	22,860,700
Apr 02, 2019	119.06	119.48	118.52	119.19	117.63	18,142,300
Apr 01, 2019	118.95	119.11	118.10	119.02	117.47	22,789,100
Mar 29, 2019	118.07	118.32	116.96	117.94	116.40	25,399,800
Mar 28, 2019	117.44	117.58	116.13	116.93	115.40	18,334,800
Mar 27, 2019	117.88	118.21	115.52	116.77	115.25	22,733,400
Mar 26, 2019	118.62	118.71	116.85	117.91	116.37	26,097,700
Mar 25, 2019	116.56	118.01	116.32	117.66	116.12	27,067,100
Mar 22, 2019	119.50	119.59	117.04	117.05	115.52	33,624,500
Mar 21, 2019	117.14	120.82	117.09	120.22	118.65	29,854,400
Mar 20, 2019	117.39	118.75	116.71	117.52	115.99	28,113,300
Mar 19, 2019	118.09	118.44	116.99	117.65	116.11	37,588,700
Mar 18, 2019	116.17	117.61	116.05	117.57	116.03	31,207,600
Mar 15, 2019	115.34	117.25	114.59	115.91	114.40	54,681,100
Mar 14, 2019	114.54	115.20	114.33	114.59	113.09	30,763,400
Mar 13, 2019	114.13	115.00	113.78	114.50	113.00	35,513,800
Mar 12, 2019	112.82	113.99	112.65	113.62	112.14	26,132,700
Mar 11, 2019	110.99	112.95	110.98	112.83	111.36	26,491,600
Mar 08, 2019	109.16	110.71	108.80	110.51	109.07	22,818,400
Mar 07, 2019	111.40	111.55	109.87	110.39	108.95	25,339,000
Mar 06, 2019	111.87	112.66	111.43	111.75	110.29	17,687,000
Mar 05, 2019	112.25	112.39	111.23	111.70	110.24	19,538,300
Mar 04, 2019	113.02	113.25	110.80	112.26	110.79	26,608,000
Mar 01, 2019	112.89	113.02	111.67	112.53	111.06	23,501,200
Feb 28, 2019	112.04	112.88	111.73	112.03	110.57	29,083,900
Feb 27, 2019	111.69	112.36	110.88	112.17	110.71	21,487,100
Feb 26, 2019	111.26	113.24	111.17	112.36	110.89	21,536,700
Feb 25, 2019	111.76	112.18	111.26	111.59	110.13	23,750,600
Feb 22, 2019	110.05	111.20	109.82	110.97	109.52	27,763,200
Feb 21, 2019	106.90	109.48	106.87	109.41	107.98	29,063,200
Feb 20, 2019	107.86	107.94	106.29	107.15	105.75	21,607,700
